filename,transcript,abs_start,abs_end,words,rel_start,rel_end,Is_Silent,transcript_no_punct,transcript_no_punct_corrected,transcript_cleaned,song_id,song_length,split,explicit
007c0152242340008ff45781a9b08546-25.wav,you been fucking with my dreams,89.93,92.872,"[{'word': 'been', 'start': 0.23, 'end': 0.346}, {'word': 'fucking', 'start': 0.461, 'end': 0.807}, {'word': 'with', 'start': 0.923, 'end': 1.211}, {'word': 'my', 'start': 1.384, 'end': 1.673}]",0.0,2.941999999999993,False,you been fucking with my dreams,you been fucking with my dreams,False,007c0152242340008ff45781a9b08546,132.59899999999988,train,1
00dfbe92cfd9443987631a3f548f79f1-21.wav,in the bitch wrinkle,107.034,108.089,"[{'word': 'the', 'start': 0.222, 'end': 0.389}, {'word': 'bitch', 'start': 0.389, 'end': 0.611}]",0.0,1.0549999999999926,False,in the bitch wrinkle,in the bitch wrinkle,False,00dfbe92cfd9443987631a3f548f79f1,91.61199999999994,train,1
010d11ec37bd468f93af7f87a54e69ac-15.wav,all the shit i seem to take,72.532,75.157,"[{'word': 'the', 'start': 0.375, 'end': 0.469}, {'word': 'shit', 'start': 0.562, 'end': 0.75}, {'word': 'i', 'start': 0.937, 'end': 1.219}, {'word': 'seem', 'start': 1.312, 'end': 1.594}, {'word': 'to', 'start': 1.687, 'end': 1.969}, {'word': 'take', 'start': 2.062, 'end': 2.625}]",0.0,2.625,False,all the shit i seem to take,all the shit i seem to take,False,010d11ec37bd468f93af7f87a54e69ac,183.2870000000001,train,1
010d11ec37bd468f93af7f87a54e69ac-34.wav,all the shit i seem to take,144.536,147.161,"[{'word': 'all', 'start': 0.0, 'end': 0.282}, {'word': 'the', 'start': 0.375, 'end': 0.469}, {'word': 'shit', 'start': 0.563, 'end': 0.75}, {'word': 'i', 'start': 0.938, 'end': 1.219}, {'word': 'seem', 'start': 1.313, 'end': 1.594}, {'word': 'to', 'start': 1.688, 'end': 1.969}]",0.0,2.625,False,all the shit i seem to take,all the shit i seem to take,False,010d11ec37bd468f93af7f87a54e69ac,183.2870000000001,train,1
010d11ec37bd468f93af7f87a54e69ac-52.wav,all the shit i seem to take,222.541,225.26,"[{'word': 'all', 'start': 0.0, 'end': 0.281}, {'word': 'the', 'start': 0.375, 'end': 0.469}, {'word': 'shit', 'start': 0.563, 'end': 0.75}, {'word': 'i', 'start': 0.938, 'end': 1.219}, {'word': 'seem', 'start': 1.313, 'end': 1.594}, {'word': 'to', 'start': 1.688, 'end': 1.969}]",0.0,2.718999999999994,False,all the shit i seem to take,all the shit i seem to take,False,010d11ec37bd468f93af7f87a54e69ac,183.2870000000001,train,1
010d11ec37bd468f93af7f87a54e69ac-60.wav,all the shit i seem to take,246.543,249.168,"[{'word': 'the', 'start': 0.375, 'end': 0.468}, {'word': 'shit', 'start': 0.562, 'end': 0.75}, {'word': 'i', 'start': 0.937, 'end': 1.218}, {'word': 'seem', 'start': 1.312, 'end': 1.594}, {'word': 'to', 'start': 1.687, 'end': 1.969}, {'word': 'take', 'start': 2.062, 'end': 2.625}]",0.0,2.625,False,all the shit i seem to take,all the shit i seem to take,False,010d11ec37bd468f93af7f87a54e69ac,183.2870000000001,train,1
01e9b4d2507b4be181d3024e1b173de8-6.wav,and all the bad piss ugly things i feed me,44.47,47.911,"[{'word': 'all', 'start': 0.254, 'end': 0.382}, {'word': 'the', 'start': 0.446, 'end': 0.637}, {'word': 'bad', 'start': 0.701, 'end': 1.21}, {'word': 'piss', 'start': 1.274, 'end': 1.529}, {'word': 'ugly', 'start': 1.593, 'end': 2.166}, {'word': 'things', 'start': 2.23, 'end': 2.421}, {'word': 'i', 'start': 2.485, 'end': 2.676}, {'word': 'feed', 'start': 2.74, 'end': 2.995}, {'word': 'me', 'start': 3.058, 'end': 3.441}]",0.0,3.4410000000000025,False,and all the bad piss ugly things i feed me,and all the bad piss ugly things i feed me,False,01e9b4d2507b4be181d3024e1b173de8,115.47399999999996,train,1
0379bb70af2f481e8e0a5d6d9b8913a9-14.wav,it ain't my bitcha,77.589,79.247,"[{'word': 'it', 'start': 0.0, 'end': 0.142}, {'word': 'aint', 'start': 0.19, 'end': 0.332}, {'word': 'my', 'start': 0.379, 'end': 0.521}]",0.0,1.6580000000000013,False,it ain't my bitcha,it ain't my bitcha,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,1
0379bb70af2f481e8e0a5d6d9b8913a9-15.wav,it ain't my bitch,85.17,86.875,"[{'word': 'aint', 'start': 0.237, 'end': 0.379}, {'word': 'my', 'start': 0.426, 'end': 0.568}]",0.0,1.7049999999999983,False,it ain't my bitch,it ain't my bitch,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,1
0379bb70af2f481e8e0a5d6d9b8913a9-31.wav,it ain't my bitcha,130.795,132.501,"[{'word': 'it', 'start': 0.0, 'end': 0.19}, {'word': 'aint', 'start': 0.237, 'end': 0.379}, {'word': 'my', 'start': 0.427, 'end': 0.569}, {'word': 'bitcha', 'start': 0.616, 'end': 1.706}]",0.0,1.7060000000000173,False,it ain't my bitcha,it ain't my bitcha,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,1
0379bb70af2f481e8e0a5d6d9b8913a9-48.wav,it ain't my bitch oh,246.114,248.578,"[{'word': 'it', 'start': 0.0, 'end': 0.19}, {'word': 'aint', 'start': 0.237, 'end': 0.379}, {'word': 'my', 'start': 0.427, 'end': 0.569}, {'word': 'bitch', 'start': 0.616, 'end': 1.895}, {'word': 'oh', 'start': 1.943, 'end': 2.464}]",0.0,2.463999999999998,False,it ain't my bitch oh,it ain't my bitch oh,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,1
0379bb70af2f481e8e0a5d6d9b8913a9-52.wav,it ain't my bitch,261.275,266.108,"[{'word': 'it', 'start': 0.0, 'end': 0.19}, {'word': 'aint', 'start': 0.237, 'end': 0.379}, {'word': 'my', 'start': 0.427, 'end': 0.569}, {'word': 'bitch', 'start': 0.616, 'end': 4.833}]",0.0,4.833000000000027,False,it ain't my bitch,it ain't my bitch,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,1
0379bb70af2f481e8e0a5d6d9b8913a9-65.wav,bitch you ain't mine,292.924,294.961,"[{'word': 'you', 'start': 0.663, 'end': 0.948}, {'word': 'aint', 'start': 1.042, 'end': 1.421}]",0.0,2.0370000000000346,False,bitch you ain't mine,bitch you ain't mine,False,0379bb70af2f481e8e0a5d6d9b8913a9,135.5010000000001,train,1
03b71e62b82a48dcbaad64cc6d742462-22.wav,"just a stupid motherfucker, if i die, i die.",116.027,118.395,"[{'word': 'a', 'start': 0.158, 'end': 0.316}, {'word': 'stupid', 'start': 0.316, 'end': 0.632}, {'word': 'motherfucker', 'start': 0.632, 'end': 1.263}, {'word': 'if', 'start': 1.263, 'end': 1.421}, {'word': 'i', 'start': 1.421, 'end': 1.579}, {'word': 'die', 'start': 1.579, 'end': 1.737}, {'word': 'i', 'start': 1.737, 'end': 2.053}]",0.0,2.367999999999995,False,just a stupid motherfucker if i die i die,just a stupid motherfucker if i die i die,False,03b71e62b82a48dcbaad64cc6d742462,133.73599999999996,train,1
03b71e62b82a48dcbaad64cc6d742462-25.wav,"just a stupid motherfucker, if i die, i die.",125.974,128.501,"[{'word': 'just', 'start': 0.0, 'end': 0.158}, {'word': 'a', 'start': 0.158, 'end': 0.316}, {'word': 'stupid', 'start': 0.316, 'end': 0.632}, {'word': 'motherfucker', 'start': 0.632, 'end': 1.263}, {'word': 'if', 'start': 1.263, 'end': 1.421}, {'word': 'i', 'start': 1.421, 'end': 1.579}, {'word': 'die', 'start': 1.579, 'end': 1.737}, {'word': 'i', 'start': 1.737, 'end': 2.053}, {'word': 'die', 'start': 2.053, 'end': 2.527}]",0.0,2.527000000000001,False,just a stupid motherfucker if i die i die,just a stupid motherfucker if i die i die,False,03b71e62b82a48dcbaad64cc6d742462,133.73599999999996,train,1
